Coefficient_of_variation	Method	group
12.67472543	8min 5Th	8min 
11.02488025	8min 5Th	8min 
6.202997016	8min 5Th	8min 
15.79711426	8min 5Th	8min 
4.115386756	8min 5Th	8min 
18.68070375	8min 5Th	8min 
45.47768327	8min 5Th	8min 
20.64492295	8min 5Th	8min 
7.929749935	8min 5Th	8min 
16.28344442	8min 5Th	8min 
10.36060112	8min 5Th	8min 
15.63919166	8min 5Th	8min 
4.029545543	8min 5Th	8min 
5.533885216	8min 5Th	8min 
2.900954539	8min 5Th	8min 
10.24675296	8min 5Th	8min 
17.05983135	8min 5Th	8min 
12.19212991	8min 5Th	8min 
6.252067749	8min 5Th	8min 
58.7019538	8min 5Th	8min 
8.831866604	8min 5Th	8min 
4.850057276	8min 5Th	8min 
2.79445946	8min 5Th	8min 
4.234876315	8min 5Th	8min 
20.18395088	8min 5Th	8min 
17.60429776	8min 5Th	8min 
8.432793811	8min 5Th	8min 
8.839250698	8min 5Th	8min 
3.238421804	8min 5Th	8min 
3.315054097	8min 5Th	8min 
32.72893087	8min 5Th	8min 
2.152049375	8min 5Th	8min 
1.894896135	8min 5Th	8min 
9.371708643	8min 5Th	8min 
4.60528583	8min 5Th	8min 
2.862610918	8min 5Th	8min 
4.373938651	8min 5Th	8min 
5.912462729	8min 5Th	8min 
3.528446434	8min 5Th	8min 
10.98295444	8min 5Th	8min 
4.130284703	8min 5Th	8min 
13.74808669	8min 5Th	8min 
2.979624018	8min 5Th	8min 
1.891175614	8min 5Th	8min 
11.94922947	8min 5Th	8min 
2.728601484	8min 5Th	8min 
2.918410118	8min 5Th	8min 
1.693472286	8min 5Th	8min 
4.381739615	8min 5Th	8min 
1.490790729	8min 5Th	8min 
5.382814751	8min 5Th	8min 
2.388216836	8min 5Th	8min 
2.203058741	8min 5Th	8min 
13.43761167	8min 5Th	8min 
2.226031832	8min 5Th	8min 
5.005160034	8min 5Th	8min 
6.300419131	8min 5Th	8min 
7.039668571	8min 5Th	8min 
11.09739251	8min 5Th	8min 
3.367727273	8min 5Th	8min 
27.36438685	8min 5Th	8min 
8.786936535	8min 5Th	8min 
7.338408137	8min 5Th	8min 
12.78648197	8min 5Th	8min 
6.248924236	8min 5Th	8min 
15.02215877	8min 5Th	8min 
14.34740235	8min 5Th	8min 
25.34110033	8min 5Th	8min 
24.34605174	8min 5Th	8min 
17.23346811	8min 5Th	8min 
14.12250449	8min 5Th	8min 
21.22151458	8min 5Th	8min 
14.70523913	8min 5Th	8min 
26.19086901	8min 5Th	8min 
17.83802273	8min 5Th	8min 
9.704568552	8min 5Th	8min 
5.95349288	8min 5Th	8min 
6.492703334	8min 5Th	8min 
13.25985214	8min 5Th	8min 
7.47864738	8min 5Th	8min 
17.29233515	8min 5Th	8min 
23.18419175	8min 5Th	8min 
10.97754843	8min 5Th	8min 
4.846965963	8min 5Th	8min 
17.03325409	8min 5Th	8min 
1.779094096	8min 5Th	8min 
47.38049371	8min 5Th	8min 
5.635017294	8min 5Th	8min 
6.728182366	8min 5Th	8min 
13.51484129	8min 5Th	8min 
7.793404645	8min 5Th	8min 
7.61672301	8min 5Th	8min 
9.076768291	8min 5Th	8min 
3.174830252	8min 5Th	8min 
17.52216235	8min 5Th	8min 
13.63817984	8min 5Th	8min 
4.510819941	8min 5Th	8min 
3.649607168	8min 5Th	8min 
4.724254876	8min 5Th	8min 
2.744713554	8min 5Th	8min 
4.3467905	8min 5Th	8min 
5.643010579	8min 5Th	8min 
5.16762247	8min 5Th	8min 
8.697124663	8min 5Th	8min 
5.194388386	8min 5Th	8min 
9.210164447	8min 5Th	8min 
1.626821916	8min 5Th	8min 
1.49734196	8min 5Th	8min 
4.688561879	8min 5Th	8min 
4.890401114	8min 5Th	8min 
3.969253325	8min 5Th	8min 
6.94000636	8min 5Th	8min 
3.297509952	8min 5Th	8min 
9.176072426	8min 5Th	8min 
3.701805816	8min 5Th	8min 
3.728459632	8min 5Th	8min 
4.498707113	8min 5Th	8min 
7.380988636	8min 5Th	8min 
10.31871569	8min 5Th	8min 
3.776375793	8min 5Th	8min 
5.37677039	8min 5Th	8min 
2.081270641	8min 5Th	8min 
3.277347871	8min 5Th	8min 
1.01409396	8min 5Th	8min 
4.298814845	8min 5Th	8min 
2.355680078	8min 5Th	8min 
2.96851754	8min 5Th	8min 
16.15081253	8min 5Th	8min 
2.204804667	8min 5Th	8min 
7.032392558	8min 5Th	8min 
2.050284329	8min 5Th	8min 
1.348130127	8min 5Th	8min 
7.463170024	8min 5Th	8min 
19.01005939	8min 5Th	8min 
20.97806513	8min 5Th	8min 
6.390805017	8min 5Th	8min 
1.889989525	8min 5Th	8min 
1.093848833	8min 5Th	8min 
7.614648261	8min 5Th	8min 
34.6721343	8min 5Th	8min 
2.403431804	8min 5Th	8min 
2.771372218	8min 5Th	8min 
2.84207722	8min 5Th	8min 
8.875910512	8min 5Th	8min 
5.152445502	8min 5Th	8min 
12.42728677	8min 5Th	8min 
15.82973866	8min 5Th	8min 
1.894998755	8min 5Th	8min 
7.248079893	8min 5Th	8min 
2.105494984	8min 5Th	8min 
1.833074979	8min 5Th	8min 
7.431349535	8min 5Th	8min 
3.750165082	8min 5Th	8min 
2.847049519	8min 5Th	8min 
3.413117214	8min 5Th	8min 
26.29500077	8min 5Th	8min 
5.166324348	8min 5Th	8min 
22.45173976	8min 5Th	8min 
19.34158219	8min 5Th	8min 
30.71350023	8min 5Th	8min 
12.17449632	8min 5Th	8min 
2.619447933	8min 5Th	8min 
4.884390011	8min 5Th	8min 
2.56387685	8min 5Th	8min 
5.105743827	8min 5Th	8min 
3.081854891	8min 5Th	8min 
3.542171739	8min 5Th	8min 
12.9209182	8min 5Th	8min 
2.147330439	8min 5Th	8min 
4.224513468	8min 5Th	8min 
1.987405117	8min 5Th	8min 
6.469237875	8min 5Th	8min 
6.491367236	8min 5Th	8min 
2.451553445	8min 5Th	8min 
6.490009168	8min 5Th	8min 
2.559573484	8min 5Th	8min 
3.891851553	8min 5Th	8min 
3.797884576	8min 5Th	8min 
1.534239944	8min 5Th	8min 
10.66727374	8min 5Th	8min 
39.02031365	8min 5Th	8min 
14.95162831	8min 5Th	8min 
3.178809735	8min 5Th	8min 
16.03776423	8min 5Th	8min 
19.36966555	8min 5Th	8min 
6.295334966	8min 5Th	8min 
9.075907325	8min 5Th	8min 
10.30329446	8min 5Th	8min 
3.595261739	8min 5Th	8min 
10.45034653	8min 5Th	8min 
11.46926564	8min 5Th	8min 
40.38456148	8min 5Th	8min 
24.12215809	8min 5Th	8min 
5.230103584	8min 5Th	8min 
3.698385891	8min 5Th	8min 
41.74356287	8min 5Th	8min 
21.83476689	8min 5Th	8min 
9.384429638	8min 5Th	8min 
4.912626569	8min 5Th	8min 
7.927932956	8min 5Th	8min 
26.84702178	8min 5Th	8min 
2.701759516	8min 5Th	8min 
4.947691797	8min 5Th	8min 
8.900792528	8min 5Th	8min 
5.956964376	8min 5Th	8min 
11.58367207	8min 5Th	8min 
2.257099852	8min 5Th	8min 
11.95941093	8min 5Th	8min 
9.69556523	8min 5Th	8min 
9.429109921	8min 5Th	8min 
29.19740232	8min 5Th	8min 
14.12422631	8min 5Th	8min 
6.515560234	8min 5Th	8min 
2.753100408	8min 5Th	8min 
4.296754752	8min 5Th	8min 
7.662206624	8min 5Th	8min 
11.42837139	8min 5Th	8min 
15.12605874	8min 5Th	8min 
3.668516951	8min 5Th	8min 
3.810961674	8min 5Th	8min 
5.01198075	8min 5Th	8min 
3.738003294	8min 5Th	8min 
18.57834561	8min 5Th	8min 
5.006292581	8min 5Th	8min 
22.31876383	8min 5Th	8min 
14.6983014	8min 5Th	8min 
25.1058567	8min 5Th	8min 
2.226912778	8min 5Th	8min 
3.734190548	8min 5Th	8min 
3.585615698	8min 5Th	8min 
4.724912167	8min 5Th	8min 
17.66086152	8min 5Th	8min 
4.669154803	8min 5Th	8min 
8.644211052	8min 5Th	8min 
16.62715837	8min 5Th	8min 
1.882631982	8min 5Th	8min 
19.02503225	8min 5Th	8min 
30.29450218	8min 5Th	8min 
19.59997119	8min 5Th	8min 
9.730359298	8min 5Th	8min 
13.10492341	8min 5Th	8min 
4.540151869	8min 5Th	8min 
19.41379813	8min 5Th	8min 
6.981233793	8min 5Th	8min 
8.566721216	8min 5Th	8min 
30.42608264	8min 5Th	8min 
35.0270458	8min 5Th	8min 
14.37827596	8min 5Th	8min 
9.798706414	8min 5Th	8min 
4.155475707	8min 5Th	8min 
10.13415871	8min 5Th	8min 
9.828010175	8min 5Th	8min 
18.18257238	8min 5Th	8min 
3.131366171	8min 5Th	8min 
15.88698851	8min 5Th	8min 
5.86852738	8min 5Th	8min 
9.99956938	8min 5Th	8min 
3.01134139	8min 5Th	8min 
1.957727064	8min 5Th	8min 
7.48969839	8min 5Th	8min 
1.466452177	8min 5Th	8min 
4.704988447	8min 5Th	8min 
61.5212332	8min 5Th	8min 
3.838221016	8min 5Th	8min 
6.162950782	8min 5Th	8min 
11.21039132	8min 5Th	8min 
74.62478483	8min 5Th	8min 
4.605096598	8min 5Th	8min 
5.709863353	8min 5Th	8min 
13.90615768	8min 5Th	8min 
6.230611938	8min 5Th	8min 
13.837148	8min 5Th	8min 
19.47013431	8min 5Th	8min 
8.636366786	8min 5Th	8min 
10.6272724	8min 5Th	8min 
21.05669477	8min 5Th	8min 
4.167599285	8min 5Th	8min 
10.52057648	8min 5Th	8min 
3.018860258	8min 5Th	8min 
4.015833326	8min 5Th	8min 
9.778880618	8min 5Th	8min 
19.37454561	8min 5Th	8min 
1.53813456	8min 5Th	8min 
24.90115121	8min 5Th	8min 
11.46983462	8min 5Th	8min 
32.8456375	8min 5Th	8min 
8.711873553	8min 5Th	8min 
13.66102008	8min 5Th	8min 
22.55646295	8min 5Th	8min 
15.42796441	8min 5Th	8min 
15.66435564	8min 5Th	8min 
4.919881626	8min 5Th	8min 
3.070535577	8min 5Th	8min 
12.18633181	8min 5Th	8min 
1.756844922	8min 5Th	8min 
4.473123238	8min 5Th	8min 
7.84459636	8min 5Th	8min 
40.85641633	8min 5Th	8min 
18.51835119	8min 5Th	8min 
43.61114764	8min 5Th	8min 
7.201375511	8min 5Th	8min 
24.20347001	8min 5Th	8min 
5.177589988	8min 5Th	8min 
1.712389167	8min 5Th	8min 
6.134310205	8min 5Th	8min 
7.889262846	8min 5Th	8min 
11.51987284	8min 5Th	8min 
3.993104987	8min 5Th	8min 
38.17695598	8min 5Th	8min 
17.22894825	8min 5Th	8min 
3.933853343	8min 5Th	8min 
4.412602342	8min 5Th	8min 
16.4954891	8min 5Th	8min 
18.57033278	8min 5Th	8min 
21.99203354	8min 5Th	8min 
13.210127	8min 5Th	8min 
6.101728378	8min 5Th	8min 
13.88816457	8min 5Th	8min 
54.99346355	8min 5Th	8min 
45.1925971	8min 5Th	8min 
4.241020982	8min 5Th	8min 
18.48419265	8min 5Th	8min 
28.01457939	8min 5Th	8min 
26.41050378	8min 5Th	8min 
33.63980423	8min 5Th	8min 
29.97207303	8min 5Th	8min 
29.0907101	8min 5Th	8min 
38.01262579	8min 5Th	8min 
31.9181624	8min 5Th	8min 
2.226596862	8min 5Th	8min 
3.544865963	8min 5Th	8min 
12.98490818	8min 5Th	8min 
10.91957364	8min 5Th	8min 
4.685060685	8min 5Th	8min 
17.57097674	8min 5Th	8min 
16.26029978	8min 5Th	8min 
9.39719381	8min 5Th	8min 
11.57448186	8min 5Th	8min 
57.85793123	8min 5Th	8min 
5.251018756	8min 5Th	8min 
5.311238012	8min 5Th	8min 
3.976484014	8min 5Th	8min 
7.151790273	8min 5Th	8min 
16.84124975	8min 5Th	8min 
4.902330126	8min 5Th	8min 
12.50385981	8min 5Th	8min 
13.69906604	8min 5Th	8min 
5.228475795	8min 5Th	8min 
14.08758815	8min 5Th	8min 
15.57583845	8min 5Th	8min 
14.18323812	8min 5Th	8min 
13.68007712	8min 5Th	8min 
44.75899908	8min 5Th	8min 
6.123864982	8min 5Th	8min 
10.12743507	8min 5Th	8min 
18.0901771	8min 5Th	8min 
2.743638609	8min 5Th	8min 
6.069158036	8min 5Th	8min 
21.19059306	8min 5Th	8min 
7.079539243	8min 5Th	8min 
8.565441084	8min 5Th	8min 
4.175383457	8min 5Th	8min 
5.769013234	8min 5Th	8min 
14.7057987	8min 5Th	8min 
25.9160074	8min 5Th	8min 
3.925529544	8min 5Th	8min 
13.5763584	8min 5Th	8min 
14.84508515	8min 5Th	8min 
23.28751738	8min 5Th	8min 
61.01878667	8min 5Th	8min 
28.73315919	8min 5Th	8min 
8.528692454	8min 5Th	8min 
9.072870842	8min 5Th	8min 
10.02470198	8min 5Th	8min 
13.80773821	8min 5Th	8min 
17.10336836	8min 5Th	8min 
4.035393845	8min 5Th	8min 
12.56222817	8min 5Th	8min 
63.97572699	8min 5Th	8min 
22.66947509	8min 5Th	8min 
57.8131564	8min 5Th	8min 
15.9844323	8min 5Th	8min 
37.18510801	8min 5Th	8min 
24.5929239	8min 5Th	8min 
14.04522451	8min 5Th	8min 
9.992365954	8min 5Th	8min 
31.44033742	8min 5Th	8min 
3.209080189	8min 5Th	8min 
3.714159366	8min 5Th	8min 
19.59932847	8min 5Th	8min 
26.63015378	8min 5Th	8min 
5.311084468	8min 5Th	8min 
2.855242895	8min 5Th	8min 
1.952991154	8min 5Th	8min 
15.8894413	8min 5Th	8min 
49.78582907	8min 5Th	8min 
25.35473579	8min 5Th	8min 
16.82246714	8min 5Th	8min 
13.5652483	8min 5Th	8min 
4.63985913	8min 5Th	8min 
23.68397665	8min 5Th	8min 
17.38098342	8min 5Th	8min 
16.7652644	8min 5Th	8min 
8.500893746	8min 5Th	8min 
17.15641853	8min 5Th	8min 
9.519037024	8min 5Th	8min 
28.7097694	8min 5Th	8min 
5.106963841	8min 5Th	8min 
3.570372341	8min 5Th	8min 
19.37860289	8min 5Th	8min 
24.38457029	8min 5Th	8min 
6.272347027	8min 5Th	8min 
3.471610583	8min 5Th	8min 
5.538537351	8min 5Th	8min 
16.90621157	8min 5Th	8min 
11.56118722	8min 5Th	8min 
13.69251954	8min 5Th	8min 
17.70599786	8min 5Th	8min 
28.15565554	8min 5Th	8min 
5.334773132	8min 5Th	8min 
14.10664934	8min 5Th	8min 
3.07859085	8min 5Th	8min 
36.24399738	8min 5Th	8min 
