genes	log2FoldChange	pvalue
PF4V1	0.51039654	0.125822918
PFAS	0.158385515	0.008299657
PFDN1	0.051454067	0.38210248
PFDN2	0.236140311	0.381421753
PFDN4	-0.002582729	0.986532411
PFDN5	0.038566411	0.537734274
PFDN6	0.199322581	0.016155848
PFKL	0.152060151	0.006204627
PFKM	0.075497925	0.498371365
PFKP	0.091218233	0.219366228
PFN1	0.150489211	0.11632433
PFN2	0.111913979	0.395488569
PGAM1	0.147388458	0.182271865
PGAM5	0.037003517	0.775611703
PGAP1	0.067492723	0.806116997
PGD	0.129572093	0.037514285
PGGHG	0.058649361	0.501068247
PGK1	0.031454802	0.738681903
PGLS	-0.000629783	0.994827949
PGM1	0.007936954	0.945425599
PGM2	0.111545801	0.457091246
PGM2L1	0.00078392	0.98846395
PGM3	0.460742533	0.022143388
PGM5	-0.175095797	0.103529785
PGP	0.222759962	0.205859445
PGPEP1	1.442453206	0.010208578
PGRMC1	-0.022052586	0.819667347
PGRMC2	-0.092948735	0.609214747
PHACTR2	0.19444567	0.302663118
PHACTR4	0.135710955	0.094740309
PHAF1	0.405970126	0.055852171
PHB	0.311567366	0.070331885
PHB2	0.11706841	0.26396601
PHF14	0.678159654	5.17E-05
PHF23	-0.207427442	0.00917864
PHF5A	0.207413435	0.514320625
PHF6	-0.001104712	0.991685096
PHGDH	0.267019033	0.434366947
PHLDB1	0.06633389	0.733439374
PHLDB2	0.005292475	0.939608212
PHPT1	0.612368345	0.009117923
PHRF1	-0.623926719	0.309000448
PI4K2A	0.071893275	0.462619856
PI4KA	-0.149965346	0.247818959
PI4KB	0.267532229	0.281065341
PICALM	-0.06238693	0.69432565
PIEZO1	0.175630629	0.530945999
PIGG	0.574303716	0.292680148
PIGS	-0.034836054	0.923416931
PIGT	0.075779319	0.562110081
PIGU	0.64403832	0.007457934
PIH1D1	0.409268498	0.006005517
PIK3C2A	0.024986744	0.637669505
PIK3C2B	0.240021467	0.115287713
PIK3C3	0.057867229	0.444536764
PIK3CA	-0.067394614	0.623899399
PIK3R1	0.131798685	0.395633927
PIK3R4	-0.162119746	0.025584072
PIN1	0.281782866	0.004802312
PIN4	-0.063478112	0.769391205
PIP4K2A	0.275980592	0.318822279
PIP4K2B	0.188628495	0.223465747
PIP5K1C	0.041620791	0.823876838
PIR	0.132454574	0.622447677
PITHD1	-0.055404067	0.733898917
PITPNA	0.104940176	0.169619031
PITPNB	0.119685888	0.069818163
PITRM1	-0.054695427	0.65906388
PJA2	0.390875906	0.228593734
PKIA	0.27740401	0.089554083
PKIG	0.617708206	0.000936513
PKLR	0.672793806	0.002828209
PKM	0.102154851	0.159750431
PKN1	-0.082923591	0.393069238
PKN2	0.002577603	0.982118975
PLA2G4A	0.465342462	0.201254285
PLA2G4C	-0.046480392	0.895440598
PLAA	-0.020890236	0.798791225
PLAUR	0.426735133	0.244687471
PLBD2	0.027013958	0.807346336
PLCB1	0.012029707	0.941818229
PLCB3	0.224876046	0.000727016
PLCD1	-0.32668666	0.630046826
PLCG1	0.002643943	0.937558498
PLCG2	1.125791848	0.000291474
PLD1	0.119949043	0.649775363
PLD3	-0.28624481	0.199558212
PLEC	0.011293709	0.895615643
PLEKHA1	-0.14834547	0.265017256
PLEKHF1	-0.072889566	0.781085218
PLEKHJ1	-0.010795212	0.990302146
PLEKHO2	-0.231267393	0.031453852
PLG	0.956132412	0.332416445
PLGRKT	-0.017994761	0.927672035
PLIN2	0.005077839	0.987743337
PLIN3	0.086267591	0.253094282
PLOD1	0.216057479	0.404633695
PLOD2	0.084636211	0.897852903
PLOD3	-0.104572296	0.477202678
PLP2	-0.008248687	0.943790785
PLPBP	0.091164172	0.570222356
PLPP3	-0.264108241	0.06067005
PLRG1	0.085543513	0.491758552
PLS3	0.147167802	0.31785697
PLSCR3	1.325737004	0.070964409
PLSCR4	-0.161179721	0.437928664
PLXNA2	-0.217823505	0.04573533
PLXNB2	-0.028886974	0.87338407
PLXND1	-0.019143283	0.797876953
PMF1	0.17300427	0.091177048
PML	-0.01279676	0.916906413
PMM2	0.015636027	0.655959666
PMPCA	0.168361306	0.088541357
PMPCB	0.068713844	0.651061578
PMVK	0.30352515	0.174101899
PNISR	-0.017202199	0.958329927
PNKD	0.071509063	0.822405392
PNMA1	0.181280565	0.810768338
PNN	-0.078245401	0.020939013
PNO1	0.266616464	0.419333356
PNP	0.243924141	0.478368568
PNPLA6	-0.090776861	0.376208205
PNPO	0.019307673	0.755024009
PNPT1	0.145485938	0.348075447
POC1A	-0.72118187	0.517187047
PODXL	0.157040596	0.379703749
POFUT1	-0.13029027	0.506834968
POGLUT1	-0.029817045	0.846892119
POGLUT2	0.023778915	0.936321892
POGLUT3	-0.030765831	0.873344958
POGZ	0.051624179	0.714371275
POLD2	0.005658746	0.949014035
POLD3	0.009896815	0.91851166
POLDIP2	0.011943519	0.933606365
POLDIP3	0.031010568	0.624011079
POLE3	-0.01519227	0.899109375
POLE4	-0.074037671	0.56230549
POLQ	0.133830428	0.685444132
POLR1A	0.028504312	0.866246285
POLR1B	-0.60958451	0.166591375
POLR1C	-0.005546331	0.916511406
POLR1D	0.128224075	0.232708954
POLR1G	0.120149553	0.720738321
POLR1H	0.063497365	0.721365589
POLR2A	0.07112813	0.329417152
POLR2B	-0.089213192	0.07383412
POLR2C	0.524351239	8.50E-05
POLR2D	0.036331773	0.641681707
POLR2E	-0.01294148	0.952002247
POLR2G	0.207869411	0.061906323
POLR2H	0.874407828	0.001025132
POLR2I	0.046646237	0.54970362
POLR2J	-0.945974042	0.3122795
POLR2M	-0.472501934	0.007934225
POLR3B	-0.389991552	0.103384331
POLR3C	0.982814355	1
POLR3F	-0.140192211	0.218504508
POM121C;POM121	0.475197009	0.139062203
PON2	-0.148972332	0.506832241
POP1	0.181550145	0.526317877
POP4	0.14765352	0.538882788
POP7	0.406421959	0.211696622
POR	0.099210918	0.245164019
POSTN	0.059824407	0.868490625
POTEF	0.6686517	0.263522424
POTEI	0.836428821	0.00534258
POTEJ	0.40504384	0.04807793
POU2F1	-0.151312649	0.270319306
PPA1	0.167070448	0.339029195
PPA2	0.14555043	0.521631831
PPAN	-0.120943248	0.71111907
PPARD	0.228990972	0.49981599
PPAT	0.147651792	0.115938552
PPCS	0.336224914	0.00299016
PPDPF	-0.001842022	0.992636908
PPFIA1	0.011313438	0.957479601
PPFIBP1	-0.008564651	0.905932677
PPHLN1	-0.092903614	0.708676011
PPIA	0.122102499	0.073301439
PPIAL4C;PPIAL4G	-0.073565483	0.567234358
PPIB	-0.035229802	0.820784626
PPIC	-0.058755279	0.643103991
PPID	0.063753903	0.170578232
PPIE	0.075138748	0.340216485
PPIF	-0.060762107	0.80100431
PPIG	0.279873252	0.017923926
PPIH	-0.109064996	0.218878192
PPIL1	-0.07615602	0.556969006
PPIL2	0.680661678	0.046920033
PPIL3	0.068641722	0.833253859
PPIL4	0.108520269	0.288070566
PPIP5K2;PPIP5K1	0.179089844	0.203063113
PPM1B	-0.010356665	0.941586005
PPM1F	-0.025155008	0.888064649
PPM1G	0.011940181	0.76332054
PPME1	0.235906839	0.027274575
PPOX	0.756744623	0.01692108
PPP1CA	-0.017409086	0.838802998
PPP1CB	0.038658977	0.668076725
PPP1CC	0.063829958	0.484424747
PPP1R10	0.010048091	0.951223572
PPP1R11	1.928948104	0.000350432
PPP1R12A	0.068704665	0.507122588
PPP1R12C	0.078290045	0.649654345
PPP1R13L	0.012743175	0.878377133
PPP1R14B	0.063993216	0.418244157
PPP1R16B	1.078803629	0.016363774
PPP1R18	-0.076189995	0.451508855
PPP1R2	0.28199321	0.031595232
PPP1R21	0.060441434	0.516010713
PPP1R7	0.004972994	0.957243242
PPP1R8	0.182391405	0.004951971
PPP1R9B	0.060406506	0.567621162
PPP2CA	0.764002442	0.313208713
PPP2CB	0.297880709	0.014286828
PPP2R1A	-0.064278364	0.184666404
PPP2R1B	-0.030344188	0.692792668
PPP2R2A	0.108708799	0.068560421
PPP2R2D	0.172497571	0.271416446
PPP2R5A	0.178646386	0.468355646
PPP2R5C	-0.102643907	0.607509158
PPP2R5D	0.162582934	0.225889332
PPP2R5E	-0.012612164	0.932981925
PPP3CA	0.047354758	0.81426931
PPP3CC	-0.19169575	0.517549922
PPP3R1	0.145669639	0.326304358
PPP4C	0.04375118	0.550426192
PPP4R1	0.105166018	0.22271436
PPP4R2	-0.027563274	0.687558403
PPP4R3A	0.006483614	0.91509685
PPP4R4	0.010878801	0.95132815
PPP5C	0.111241579	0.02503533
PPP6C	-0.188472986	0.208329643
PPP6R2	0.090040386	0.617471142
PPP6R3	0.245891184	0.374095016
PPT1	0.116335809	0.695050495
PPWD1	0.416914642	0.004508895
PQBP1	0.011503994	0.881984943
PRAF2	-0.230004609	0.280068374
PRCC	-0.10013777	0.294210555
PRCP	0.50600487	0.006458999
PRDX1	0.054970503	0.448741725
PRDX2	-0.082119524	0.287540418
PRDX3	0.010285616	0.878622287
PRDX4	-0.058707178	0.816117486
PRDX5	0.133024156	0.559127251
PRDX6	0.048442006	0.27546379
PREB	0.265363932	0.084795329
PREP	0.06267339	0.388923925
PREPL	0.165264189	0.34925854
PREX1	0.108556509	0.473306801
PRKAA1	-0.018104076	0.739350013
PRKAB1	0.081121624	0.182960495
PRKACA	0.033995569	0.796888884
PRKACB	0.696454942	0.004882777
PRKAG1	0.376042902	0.211813676
PRKAR1A	0.046787322	0.343408765
PRKAR2A	0.017526686	0.902589241
PRKAR2B	-0.163501024	0.20853411
PRKCA	-0.043797433	0.721607333
PRKCD	0.04200685	0.901943126
PRKCH	0.095456123	0.398552619
PRKCSH	0.032668948	0.679675507
PRKD2	-0.270844996	0.040634409
PRKDC	0.109354317	0.430431258
PRKG1	-0.108037233	0.612830024
PRKRA	0.089582324	0.245985222
PRMT1	0.14190203	0.040045526
PRMT5	0.046278894	0.694305597
PRMT9	0.017219663	0.954566264
PROCR	0.122884274	0.492085433
PRORP	-0.023802698	0.937048219
PRPF19	0.042328537	0.699380303
PRPF3	0.263076127	0.104355152
PRPF31	0.049782276	0.610458417
PRPF38A	-0.01076746	0.944848134
PRPF38B	0.284070432	0.158003935
PRPF39	0.048213601	0.803399276
PRPF4	-0.00494349	0.96425129
PRPF40A	0.044080079	0.373071914
PRPF4B	0.024917364	0.78013909
PRPF6	0.15610224	0.23669902
PRPF8	0.218973935	0.14324132
PRPS1	0.228570759	0.005599857
PRPS1L1	1.362394156	0.123191078
PRPS2	0.035728872	0.682081458
PRPSAP1	0.088422179	0.38554245
PRPSAP2	0.108083427	0.355819431
PRRC1	0.22856009	0.044725917
PRRC2A	0.085980892	0.61302902
PRRC2B	0.477037847	0.279487387
PRRC2C	0.071927786	0.695615214
PRSS1;PRSS2;PRSS3P2	-0.266586542	0.13834359
PRTFDC1	0.141531467	0.323560535
PRXL2A	-0.001350164	0.994468241
PRXL2C	-0.224528432	0.666197916
PSAP	-0.055355906	0.79567621
PSAT1	0.216936409	0.365235116
PSIP1	-0.104958236	0.547580256
PSMA1	0.094570279	0.18523173
PSMA2	0.400228977	0.001949702
PSMA3	0.189297915	0.097600176
PSMA4	0.171640992	0.229918328
PSMA5	0.205350995	0.032193494
PSMA6	0.197212338	0.144100447
PSMA7	0.105715692	0.167877041
PSMB1	-0.013937473	0.91783956
PSMB10	0.017942548	0.974183808
PSMB2	0.081823945	0.476668673
PSMB3	0.494292796	0.02470241
PSMB4	0.158354461	0.136719587
PSMB5	0.294366121	0.230212087
PSMB6	0.417846859	0.019760974
PSMB7	0.307196319	0.060469109
PSMB8	0.208674908	0.345078775
PSMB9	0.601358414	0.051543702
PSMC1	0.181114137	0.003874715
PSMC2	0.046217144	0.512920119
PSMC3	-0.158499479	0.016753778
PSMC4	0.063363314	0.133472174
PSMC5	0.067946911	0.206112304
PSMC6	0.046807528	0.75228911
PSMD1	-0.062517524	0.392610702
PSMD10	0.06983906	0.24734489
PSMD11	0.048268974	0.28050396
PSMD12	0.118207157	0.05403506
PSMD13	0.096280515	0.073758108
PSMD14	0.287834525	0.001293571
PSMD2	-0.036701977	0.662064865
PSMD3	0.038303316	0.635573942
PSMD4	0.076412559	0.277881257
PSMD5	-0.0770818	0.543547302
PSMD6	-0.004775167	0.946011027
PSMD7	0.3124457	0.005205795
PSMD8	0.266844213	0.047574849
PSMD9	0.045649767	0.845290181
PSME1	-0.129875779	0.435135327
PSME2	0.053364158	0.617265274
PSME3	0.133579493	0.268300885
PSME3IP1	0.015637875	0.809200443
PSME4	0.099454522	0.356123879
PSMF1	0.376247287	0.302186719
PSMG1	-0.298066497	0.134857104
PSMG3	0.1453076	0.295149534
PSMG4	0.137965143	0.143302758
PSPC1	-0.152769685	0.317336681
PSTPIP2	0.060557445	0.822487826
PTBP1	0.105870068	0.018636553
PTBP3	0.076257527	0.554530007
PTCD3	-0.217639208	0.085400752
PTDSS1	0.055075705	0.776311636
PTDSS2	0.086835921	0.532308013
PTER	1.334550589	1
PTGES2	-0.057204604	0.510135133
PTGES3	0.119869769	0.363244792
PTGIS	0.217727065	0.13105448
PTGR1	-0.053442299	0.853211926
PTGR2	0.000456691	0.996378235
PTGS1	0.215077826	0.820461876
PTK2	0.118419766	0.423813497
PTK7	0.451563199	0.12440042
PTMA	0.59670192	0.330460893
PTMS	0.518978834	0.435018276
PTPA	0.230623245	0.002442114
PTPN1	0.030929387	0.91650754
PTPN11	0.009521425	0.927198076
PTPN12	-0.009830236	0.924635706
PTPN14	0.003121197	0.98623869
PTPN23	-0.000482619	0.994376
PTPRA	0.266964048	0.314305192
PTPRB	0.085166991	0.18805553
PTPRE	0.215555847	0.446018786
PTPRF	-0.072622627	0.791347719
PTPRK	0.305729449	0.172195932
PTPRM	0.214616188	0.525689823
PTRH1	0.168931365	0.171250051
PTRH2	-0.148606122	0.412532405
PTRHD1	-0.111643791	0.283834852
PTTG1IP	0.066924095	0.785132035
PTX3	-0.722365777	0.268076054
PUDP	0.445464373	0.047631804
PUF60	0.029352129	0.61479735
PUM1	-0.022255599	0.747109072
PUM3	0.306289613	0.191765052
PURA	-0.299733996	0.016444111
PURB	-0.10604924	0.345235643
PUS1	-0.001754165	0.983674318
PUS7	0.006441772	0.941126403
PVR	0.106761813	0.715300408
PWP1	0.382505417	0.001574719
PWP2	0.104912937	0.372180041
PXDN	0.024875402	0.901616893
PXN	0.01999706	0.768156453
PYCARD	0.01125896	0.974274297
PYCR1	0.011934042	0.971521051
PYCR2	0.032052875	0.885606187
PYCR3	0.064276099	0.670203025
PYGB	0.044856131	0.081237148
PYGL	0.12051481	0.47565719
PYGM	-0.640143299	0.225334705
PYM1	-0.049998283	0.242587683
PZP	0.422623247	0.344107913
QARS1	0.048108339	0.603628913
QDPR	-0.075615704	0.470461417
QKI	0.001255691	0.990683834
QRICH1	0.150364995	0.282806435
QRSL1	0.086794794	0.649565047
QSOX2	1.128947139	0.00405613
QTRT1	-0.043958962	0.461735125
QTRT2	0.082760513	0.221976028
RAB10	-0.005080223	0.962694011
RAB11A	0.023246884	0.829519704
RAB11B	-0.43654108	0.009256784
RAB11FIP5	0.078244865	0.468400192
RAB12	-0.115271389	0.327169563
RAB13	0.3163535	0.078347457
RAB14	0.049491882	0.510190695
RAB18	0.017104089	0.940052515
RAB1A	0.089696169	0.547092954
RAB1B	-0.075632155	0.36023461
RAB21	0.338597238	0.151477656
RAB22A	-0.269854426	0.038119012
RAB23	-0.044928849	0.807114438
RAB26	0.387879917	0.626210926
RAB27A	-0.114997208	0.227906808
RAB29	1.038521247	0.005248745
RAB2A	0.204292595	0.035014031
RAB2B	0.281762743	0.703776577
RAB30	0.131878555	0.791223053
RAB31	0.694368571	0.201136374
RAB32	-0.00419575	0.986960491
RAB34	0.043782992	0.85932801
RAB35	0.440140724	0.000780488
RAB3B	0.197184324	0.733974575
RAB3D	0.216976583	0.240806052
RAB3GAP1	0.073999226	0.454588983
RAB3GAP2	0.047253191	0.6914506
RAB43	-0.103115857	0.661353361
RAB4A	0.084042668	0.715342182
RAB4B	-0.315817654	0.15043353
RAB5A	0.44550401	0.005742603
RAB5B	0.508767128	0.000881521
RAB5C	0.235093594	0.051507966
RAB6A	0.299987078	0.115958801
RAB6C	0.127875268	0.799354371
RAB7A	0.233293712	0.043344221
RAB8A	-0.055426478	0.57573071
RAB8B	-0.018255591	0.883525173
RAB9A	0.396764755	0.042054137
RABEP1	-0.03125596	0.62697169
RABEP2	-0.020964205	0.880189671
RABEPK	0.161966741	0.312546639
RABGAP1	-0.013653517	0.808711771
RABGAP1L	0.164395571	0.135134629
RABGGTA	0.089712262	0.260423372
RABGGTB	0.165311038	0.043408145
RABIF	0.021494389	0.863740878
RABL3	-0.01100409	0.96565359
RABL6	-0.050792038	0.662183589
RAC1	0.09087038	0.66303032
RAC2	0.147737801	0.398462335
RACK1	0.239110887	0.402581623
RAD23A	0.627819061	0.001245049
RAD23B	-0.079264641	0.316901504
RAD50	-0.00915581	0.798537823
RAD51D	0.079839899	0.923109291
RAE1	0.05668664	0.586535375
RAI14	0.056450486	0.626580254
RALA	0.11315167	0.533243159
RALB	0.29108268	0.190663332
RALBP1	-0.022220731	0.971608217
RALGAPA2	-0.120860577	0.447660256
RALGAPB	-0.206829727	0.251089719
RALY	0.072569311	0.627187312
RAMP2	2.442088425	0.003321423
RAN	0.101081491	0.231223845
RANBP1	0.111880958	0.687962944
RANBP10	0.22940737	0.191072074
RANBP2	0.004444182	0.904445753
RANBP3	-0.205578268	0.016112138
RANBP6	0.137634695	0.432424423
RANBP9	0.096394181	0.212828549
RANGAP1	0.132198155	0.109298177
RAP1A	0.109582841	0.33965362
RAP1B	0.149279356	0.12470797
RAP1GDS1	-0.108072877	0.0137541
RAP2B	0.133498192	0.169204044
RAP2C	0.019811451	0.862870762
RAPGEF1	-0.431408346	0.028477252
RAPH1	-0.025809348	0.952762872
RARS1	0.047759295	0.383537414
RARS2	0.623543322	0.007596108
RASA1	0.089538634	0.63675631
RASA3	0.012558281	0.951270704
RASA4B;RASA4	-0.087933098	0.869051422
RASAL2	0.228508711	0.183804672
RASAL3	-1.107475499	0.313064827
RASIP1	-0.060870886	0.410898949
RAVER1	0.046925783	0.332761809
RB1	0.381524891	0.100015285
RBBP4	0.102690995	0.114415157
RBBP5	0.068183184	0.276936252
RBBP6	-0.247669578	0.135531151
RBBP7	0.057023764	0.422782986
RBBP9	0.155589223	0.438948314
RBCK1	-0.129149675	0.358154255
RBFOX2	0.058971226	0.428753475
RBM10	0.026032925	0.91939465
RBM12	0.110402048	0.201094517
RBM14	0.136546791	0.239157935
RBM15	0.049249291	0.571539611
RBM17	-0.07447511	0.368163116
RBM19	0.188459963	0.375878342
RBM22	0.052072942	0.491384098
RBM25	-0.019679844	0.675165237
RBM26	-0.063212097	0.355554779
RBM27	0.663853467	0.028158232
RBM28	-0.007636487	0.979339102
RBM3	0.212007999	0.164817211
RBM33	-0.048887372	0.664738246
RBM34	-0.16059494	0.523066845
RBM39	0.091959894	0.040385212
RBM4	0.093362868	0.233346978
RBM42	-0.047821343	0.39812545
RBM5	0.079808712	0.395072435
RBM7	0.498357058	0.041977762
RBM8A	0.135176182	0.016182182
RBMS1	-0.057102203	0.672682859
RBMS2	0.238381565	0.064553009
RBMX	0.06001699	0.423074037
RBMX2	0.245148957	0.202763744
RBPMS	-0.092383504	0.273674102
RBX1	-0.089742064	0.471643848
RCC1	0.056411624	0.221654129
RCC1L	-0.055377185	0.654059873
RCC2	0.048746288	0.414306031
RCCD1	-0.244587123	0.082124686
RCL1	0.421599865	0.01161746
RCN1	-0.036785007	0.728311361
RCN2	0.140919149	0.467497938
RCN3	-0.00873965	0.991921731
RCOR1	0.005591691	0.936303092
RDH11	0.1042431	0.147469533
RDH13	0.057941854	0.711666568
RDX	0.125560939	0.317713648
RECQL	0.309181571	0.000830953
REEP3	0.13271898	0.385681199
REEP5	0.21322602	0.04041103
REL	-0.047588229	0.534477252
RELA	0.009294152	0.884361437
RELB	0.063072264	0.367982468
RELCH	0.320285916	0.08539421
RELL1	0.093551993	0.452103917
RENBP	0.029068172	0.968774624
REPS1	0.018941283	0.872929427
RER1	-0.056024194	0.876290798
RETREG2	-0.035159358	0.818379462
RETREG3	0.047644198	0.823826035
RETSAT	-0.000893593	0.992300791
REXO2	0.405016422	0.087453263
RFC1	-0.411684958	0.482895288
RFC2	0.275955439	0.035447152
RFC3	0.023360133	0.856186858
RFC4	0.021611094	0.848642467
RFC5	0.042634308	0.848263542
RFK	0.558751345	0.109077196
RFLNB	-0.403108358	0.000831725
RFTN1	-0.04109621	0.735320392
RGCC	-0.177677427	0.110983065
RGL2	-0.040526807	0.869632819
RGN	0.212001324	0.596010264
RGPD1;RGPD2	0.107187092	0.496117481
RGS10	0.173318982	0.376911127
RGS3	0.207704842	0.574161856
RHBDD1	0.047961652	0.903341233
RHBDF2	0.103602171	0.841324058
RHEB	0.285052478	0.33570749
RHOA	0.121563077	0.380918609
RHOB	0.031730771	0.940173832
RHOC	0.07723093	0.663869981
RHOF	-0.186456889	0.48834015
RHOG	0.02187866	0.836137826
RHOJ	1.424902519	0.243976872
RHOT1	0.628062427	0.003690619
RHOT2	0.021162033	0.804591041
RIC8A	0.021826327	0.675397158
RICTOR	0.351242065	0.207225788
RIDA	0.095277607	0.670531918
RILPL1	0.285464644	0.254331122
RIN1	-0.357712448	0.242672606
RIN2	0.074357688	0.511007246
RIN3	-0.132288456	0.614070794
RING1;RNF2	0.066085935	0.827340878
RINT1	0.325758576	0.024341788
RIOK1	-0.172660053	0.450463682
RIOK2	0.13708508	0.666688869
RIOK3	0.078596473	0.601784117
RIOX1	0.020405829	0.94391197
RIPK1	0.142306864	0.123977963
RIPK3	-0.229914248	0.417885883
RIPOR1	0.013655365	0.877068923
RIT1	-0.027454044	0.715929104
RMDN1	0.079527438	0.567283942
RMDN3	0.095772564	0.613270212
RMND1	0.012407303	0.9827797
RMND5A	-0.386482954	0.004767939
RNASEH2A	-0.112229237	0.301473748
RNASEH2C	-0.110263705	0.406797499
RNASEL	0.132542078	0.727349382
RNASET2	-0.270815611	0.072886898
RNF113A	0.158131361	0.53343389
RNF114	-0.036921442	0.764092041
RNF115	-0.209338009	0.42906183
RNF121	0.547196706	0.187130051
RNF126	-0.147386193	0.121609053
RNF14	0.202181876	0.014432688
RNF170	0.175737619	0.51588978
RNF181	0.162622809	0.069084195
RNF20	0.009032726	0.935551242
RNF213	0.031301737	0.738879372
RNF214	0.093540072	0.148898183
RNF31	-0.215128958	0.238487619
RNF40	0.020510375	0.876676108
RNF5	-0.056871823	0.867082682
RNF7	-0.035882622	0.844673632
RNH1	0.014964342	0.940257825
RNMT	-0.029528379	0.780734438
RNPEP	0.004625082	0.975030573
RNPS1	0.112699807	0.041820429
RO60	0.07227844	0.371773538
ROCK1	0.028654039	0.598873295
ROCK2	0.003138244	0.966059345
RP2	0.162435949	0.275797456
RPA1	0.11157608	0.206767546
RPA2	0.261714399	0.054375828
RPA3	0.027303576	0.929797974
RPAIN	0.235387802	0.099582514
RPAP3	0.058536172	0.098961627
RPE	0.686080158	0.000199457
RPF1	0.232591927	0.575950078
RPF2	0.513546705	0.141071552
RPGR	-0.065324545	0.72500571
RPGRIP1	-0.004139423	0.989207695
RPIA	-0.025961697	0.916757985
RPL10	0.100334466	0.752158235
RPL10A	0.248585165	0.055378627
RPL11	0.252186716	0.162323389
RPL12	-0.008706689	0.924424011
RPL13	0.293681741	0.364508651
RPL13A	0.214499116	0.384950453
RPL14	0.369556069	0.337981435
RPL15	0.356844306	0.089582251
RPL17	0.236356437	0.507817649
RPL18	0.250839114	0.259285842
RPL18A	0.174051702	0.502553747
RPL19	0.356981397	0.488662535
RPL21	-0.087600946	0.752885763
RPL22	0.119193435	0.596029216
RPL22L1	0.182290018	0.340680254
RPL23	0.341513455	0.11034655
RPL23A	0.268656313	0.089584065
RPL24	-0.013740301	0.976937195
RPL26	0.205381751	0.617895377
RPL27	0.03243804	0.863587193
RPL27A	0.193403304	0.523072774
RPL28	0.243977666	0.355080295
RPL29	0.34171623	0.248847049
RPL3	0.118833423	0.616689433
RPL30	0.052567661	0.641481474
RPL31	0.074094415	0.655891041
RPL32	0.184366941	0.572305336
RPL34	0.10724473	0.781666843
RPL35	0.34920603	0.1412705
RPL35A	0.222317159	0.48960417
RPL36	0.246026278	0.490319147
RPL36A	0.286588728	0.320666842
RPL37A	0.217519879	0.660763414
RPL38	0.02277118	0.940442847
RPL4	0.032104135	0.914770343
RPL5	0.131946445	0.354241676
RPL6	0.131290019	0.644069156
RPL7	0.211410403	0.198006117
RPL7A	0.38590461	0.106849894
RPL7L1	0.272984982	0.423634722
RPL8	0.162132561	0.616796954
RPL9	0.737929344	9.18E-08
RPLP0	0.185230374	0.093248766
RPLP0P6	-1.594787776	0.003111716
RPLP1	0.140370011	0.30339073
RPLP2	-0.012740135	0.78283747
RPN1	0.133895934	0.519900441
RPN2	0.051964402	0.847446467
RPP25	0.085528374	0.779874278
RPP30	0.172243655	0.062621231
RPP40	-1.170662045	0.000536395
RPRD1A	-0.048352003	0.74997506
RPRD1B	0.094618201	0.284394708
RPRD2	-0.111218989	0.228354935
RPS10	0.1444754	0.497130767
RPS11	0.194605649	0.497457681
RPS12	0.120639145	0.555711216
RPS13	0.029667974	0.825355513
RPS14	0.039488614	0.841712566
RPS15	0.235466897	0.05531997
RPS15A	0.379503071	0.001160874
RPS16	0.166762173	0.61039594
RPS17	-0.025236368	0.854757827
RPS18	0.096190035	0.609282516
RPS19	0.286551058	0.146452378
RPS19BP1	0.090767562	0.767480621
RPS2	0.194141924	0.521366554
RPS20	-0.098244607	0.363692093
RPS21	-0.277398467	0.006569473
RPS23	0.277200818	0.342310189
RPS24	0.280074835	0.071147213
RPS25	0.112713575	0.621721035
RPS26	0.191155255	0.453802809
RPS27	0.06834197	0.731166062
RPS27A	0.228092194	0.054107493
RPS27L	0.015264273	0.940503306
RPS28	-0.088332772	0.779836255
RPS29	-0.00606823	0.974478017
RPS3	0.18088758	0.110225008
RPS3A	0.184006155	0.240149635
RPS4X	0.091948986	0.660568115
RPS5	0.159342349	0.440870967
RPS6	0.28590095	0.387428983
RPS6KA3	0.182752252	0.086114387
RPS7	0.055191398	0.704679682
RPS8	0.399226785	0.106823509
RPS9	0.148682117	0.412767327
RPSA	0.099065423	0.517809415
RPTOR	0.04024744	0.740854664
RRAGA	0.5070858	0.032236071
RRAGB	2.266747355	1
RRAGC	-0.08710444	0.59841715
RRAS	-0.041402876	0.752810935
RRAS2	-0.155914485	0.253316068
RRBP1	0.029151857	0.778727342
RRM1	0.286061525	0.022492837
RRM2B	0.107541382	0.370942
RRP1	0.013072371	0.924845211
RRP12	0.270701945	0.290025869
RRP15	0.303835392	0.132318807
RRP1B	0.080543935	0.333230963
RRP36	0.069893758	0.787144574
RRP7A	0.320389271	0.462857278
RRP8	0.1714257	0.204326563
RRP9	0.174676478	0.112232918
RRS1	0.186417997	0.331256541
RSF1	0.082911015	0.197035702
RSL1D1	0.289462805	0.40652693
RSL24D1	0.595769823	0.00228008
RSPRY1	-0.022144675	0.952565119
RSRC2	0.02253598	0.709960262
RSU1	0.079566419	0.203041973
RTCA	0.179975212	0.032606
RTCB	0.08858192	0.050661411
RTF1	0.480082631	0.033100663
RTF2	0.093804002	0.418979673
RTN3	-0.015772581	0.899887473
RTN4	-0.073355913	0.740461584
RTRAF	0.147114873	0.00091021
RUFY1	0.04402864	0.433109447
RUSF1	-0.010863602	0.953505776
RUVBL1	0.051982582	0.416547927
RUVBL2	0.028382778	0.825046866
RWDD1	0.176310003	0.497824181
RWDD2B	-0.061173499	0.757049741
RWDD4	-0.250959098	0.351199269
RXRB	0.017593086	0.961561945
S100A10	-0.106716216	0.740772017
S100A11	0.331943572	0.060617273
